storm_relative_helicity,CAPE,lifted_condensation_level,bulk_wind_shear,significant_tornado_param,tornado_binary
290.5547404685615,2486.040674767104,698.7167973885688,17.78188577762289,2.5803380372462836,1
328.9964722455376,3656.8218369408987,843.4716793349929,18.97239054268783,2.9857445756273324,1
262.78075035378936,2730.877001707116,889.5704373425989,11.881010879911123,2.0397892421046495,1
323.60093980154784,2559.830573704518,1057.6798071390858,17.801093302628722,2.513750123610584,1
202.64876298425892,2793.774764451882,1841.986550536008,16.267397207942363,0.5916745477543642,0
346.9879962629975,3624.6014306545594,1012.2650091509242,24.180363582573293,2.8556615299151225,1
238.74453469161625,778.2167915407082,618.0177555645287,7.591834851325251,0.8273254945279849,0
258.9758686654027,2602.621160280993,1350.8234412292368,13.973631433631667,1.3880643696628243,1
309.1069075825522,3306.60865999128,971.2181867481906,22.186452718257183,2.6226120702367375,1
260.378310039402,1905.1003071871146,956.0663754695505,13.897074930282622,1.6706527143907188,1
346.0881776031698,2516.637293235815,787.9591699867534,17.04338119783721,2.7137459594545534,1
149.21757467413127,2817.62502696264,1832.359563468497,14.974700938406563,0.8545372630003839,0
340.4297590858144,3033.2833395446632,836.4353811066877,25.875243552197894,2.9841933831073755,1
331.3190147913456,2808.524659468777,826.7111426762876,21.713538218657625,2.6245963435191157,1
205.27541689365012,3145.374912075951,1802.350817308949,17.606665983958553,0.5076213091946522,0
202.14711692448486,2680.8532780172554,1617.6261587354336,12.553053072363547,0.581205332474449,0
140.32957695950114,3266.6113344884016,1819.7850009665885,16.857916128614722,1.2797185993501263,0
205.064239756616,2655.943795460374,885.8899229834484,14.443906641898288,1.627678577856848,1
251.88835289625982,2412.951100479806,967.3705924249676,16.85188361937954,1.8564314709589589,1
135.76491938855293,2066.517692948226,1522.9309272151877,17.027469416878077,0.9541965489267048,0
358.0881108218973,3846.3926719671717,890.1370673623002,20.84220062045331,2.6783948008183014,1
354.24436858804023,3435.134048746316,873.9676290824008,19.719423034777304,2.7933078249912584,1
197.89295943304603,1148.9516473892475,575.0705087268198,12.455646149319996,0.13117878112902925,0
385.12036366119503,2906.6299332731046,753.9752383417108,19.19369378362388,2.879512342378727,1
248.24857040654473,1134.208613142747,926.8101923712179,18.038886081700007,0.38516711875399634,0
444.2126873030671,2812.7800817801217,592.9143473829506,21.305872127529884,2.9019739651826955,1
283.5197243311286,746.7620315360825,625.3945700289605,10.726873557406956,0.15739921715223093,0
346.16961910162036,2153.947273637796,811.573037125693,21.51872296791778,1.9793648068786673,1
99.76298615537577,3916.8835471639845,1697.591894112712,17.80376929921382,1.201156432597514,0
137.21945648638643,2809.2322635801684,1528.7087271258033,13.946128791904696,0.22478626992092876,0
199.6896646962897,663.9141551198041,583.2119429782433,14.628664316617355,0.11529503169071925,0
350.4810998904043,3625.374288746984,992.2967543565029,24.427162867263334,2.9180858969577055,1
311.57974769399675,3379.3996919571705,893.0433781452563,22.347889478949554,2.244565669941988,1
171.34274648537698,3090.7176185607213,1974.884186053402,14.460669751876473,0.6110610381539883,0
230.10136886261833,1039.0694168979999,746.9862540540424,7.986366774598334,0.8480240867629936,0
216.34933942938193,1231.6393760073342,806.1687421232526,10.66906090888649,0.21853744907396683,0
266.409054193816,2095.3224512353154,866.3997800131449,15.85306816479002,1.6414718382022817,1
272.4283073581615,2632.545701790396,1057.6347874778635,12.366415649195913,1.2697658184618834,1
289.31622304404783,3203.005475934769,1015.1984436603643,21.275963924990332,3.0448529614740316,1
208.3725732623329,1521.7129766444104,862.3805513024365,6.455300262692763,0.05019132815444188,0
386.3895178564811,3374.8070488293674,907.5091471576014,16.14971451994372,3.184168907193756,1
310.03622704170056,3014.9421032474806,920.7181165291099,22.741864376883218,2.6070335038076253,1
250.1132156966562,2323.375477953435,887.0318574351007,16.431625996840815,1.2682570026619202,1
181.7022504989046,2510.2789863169332,1900.1343791259035,17.33018523470007,1.5850845645105092,0
252.48999571412884,3155.8467277415857,1066.9492830631534,26.598351654304317,2.761932400369928,1
285.13578583187484,237.74425593196702,683.445286106221,8.626549091229442,0.9548235440182089,0
328.32209655795566,2860.390627167186,684.0989914009315,26.29566719132354,2.9940118327876184,1
317.766622527015,2989.879293151981,651.6313064884645,20.11834114472222,2.17058601174966,1
296.0510826638464,3294.452288722487,719.055836431945,23.851450579560684,2.5184025546945366,1
217.81091704356166,1137.2216201132085,805.1458484055948,10.109810969689237,0.9496383578806502,0
161.05792333300326,2538.988682713342,1467.044708324027,15.0344129764023,1.3099096449126912,0
329.21898562629826,3283.346492237257,653.1671209852891,22.131647306893356,2.051299558857645,1
339.832743629725,2824.1561931608603,669.3850435338892,24.429337817684274,3.098620838198927,1
392.72850242821573,2816.4286929141535,720.081018037933,23.675674459844714,2.989692257649097,1
241.31550192436453,2996.7273659838856,1109.666625953421,12.293583748504076,1.1868227682910462,1
351.6302088242563,2820.5512395164133,935.7678774754085,25.805075834488203,2.5452515273462337,1
329.4274199778582,2911.5976648895207,901.0883824600745,19.14753470621361,2.1502257406640326,1
263.0200301119138,921.3537089916088,494.37369327564915,11.265906464300372,0.1563690734538974,0
264.1198597195687,509.78682575414723,591.3201596448627,7.669678272438819,0.1404504756490681,0
343.7309584112914,2822.659969958843,876.2817128362768,22.98674454200609,3.1654931328573896,1
